-0.00582928,0.174433
-0.142062,0.948084
0.101794,0.266322
-0.135898,0.417283
0.164874,0.650782
-0.0405958,0.198686
-0.0625615,1.18797
0.0672674,0.218598
-0.152316,0.566022
0.152469,0.498172
-0.0763073,0.235927
0.100796,1.1159
0.0331273,0.180118
-0.160512,0.724636
0.132803,0.358093
-0.106817,0.315681
0.161201,0.84595
-0.00355216,0.174205
-0.141086,0.944085
0.101388,0.288695
-0.133626,0.416314
0.16632,0.655238
-0.0383578,0.197203
-0.0619587,1.18614
0.0696826,0.219045
-0.155628,0.532161
0.154675,0.499171
-0.0739027,0.235374
0.0913509,1.13662
0.035391,0.180876
-0.159172,0.720138
0.134743,0.361623
-0.105093,0.310061
0.161469,0.853425
-0.00144868,0.173933
-0.150259,0.906749
0.103167,0.29395
-0.132176,0.409492
