-0.0113407,-0.412958
-0.257343,-0.00306489
0.277624,0.0217251
0.0364233,-0.409345
-0.221566,-0.121794
0.307607,0.144213
0.0788087,-0.395376
-0.181912,-0.230749
-0.317612,0.824658
-0.150939,1.49707
0.329199,0.342063
0.124752,-0.342407
-0.142391,-0.281185
-0.330859,0.453954
0.078581,1.59974
0.33675,0.596124
0.168193,-0.265867
-0.0982003,-0.353399
-0.313415,0.260014
0.208716,-0.173186
-0.0524786,-0.398096
-0.286504,0.133355
0.245261,-0.112058
-0.00942955,-0.412284
-0.255091,0.0050539
0.279839,0.00763935
0.0379195,-0.411467
-0.21941,-0.114407
0.308224,0.194008
0.084598,-0.379595
-0.180081,-0.220138
-0.321899,0.781098
-0.130268,1.53459
0.331949,0.326567
0.126339,-0.349707
-0.137431,-0.310738
-0.328289,0.463315
0.0985826,1.57721
0.333234,0.646886
0.170197,-0.271804
-0.0962437,-0.349574
-0.310996,0.269115
0.21098,-0.175596
-0.050161,-0.397449
-0.285363,0.0790487
0.248367,-0.0630274
