-0.100756,-0.042626
-0.154026,1.26375
-0.00148723,1.45136
0.163951,1.23744
0.100291,-0.0571366
-0.172341,0.107994
0.250331,0.498938
0.0208063,-0.123689
-0.22873,0.357232
0.2057,0.196013
-0.0598532,-0.0986976
-0.245237,0.769902
0.139254,-0.0109134
-0.136251,0.0109151
0.253156,0.735503
0.0621959,-0.108581
-0.201322,0.226735
0.234572,0.314531
-0.0188131,-0.118423
-0.242897,0.543415
0.176035,0.0773076
-0.0976251,-0.0374895
-0.174764,1.19961
0.103377,-0.0620382
-0.169001,0.11597
0.2485,0.542198
0.0239365,-0.124232
-0.225403,0.362347
0.209117,0.186917
-0.0568067,-0.095606
-0.248478,0.732036
0.14239,0.0164234
-0.133068,0.0143203
0.249089,0.778195
0.0663541,-0.0960063
-0.198041,0.231405
0.234142,0.360713
-0.0143424,-0.123981
-0.245216,0.495441
0.178178,0.114766
