0.31774,0.320912
0.103289,-0.344066
-0.164281,-0.207252
-0.317648,0.738764
-0.0707008,1.59179
0.326549,0.490643
0.135605,-0.292397
-0.133975,-0.274583
-0.321873,0.517356
0.0957494,1.56557
0.323174,0.712525
0.164273,-0.259167
-0.101579,-0.333343
-0.314031,0.341477
0.194074,-0.183862
-0.0718524,-0.353747
-0.297696,0.231205
0.220726,-0.144095
-0.0416564,-0.370279
-0.278151,0.128124
0.247194,-0.0562636
-0.00767086,-0.387734
-0.255901,0.0228623
0.271279,0.04444
0.0268791,-0.385216
-0.230951,-0.0761762
0.292539,0.150455
0.0573376,-0.376511
-0.205054,-0.120277
0.310774,0.259294
0.0874154,-0.3635
-0.176504,-0.20454
-0.301213,0.912956
-0.155401,1.47155
0.325874,0.369104
0.120667,-0.317944
-0.148463,-0.243896
-0.326571,0.567265
0.0208763,1.61906
0.326402,0.604198
0.149474,-0.291916
-0.117075,-0.307332
-0.320354,0.397533
0.207589,1.34087
0.299619,0.942308
0.180123,-0.223745
-0.0877266,-0.332165
-0.305575,0.287015
