-0.320624,0.00302538
0.303622,1.13623
0.368429,0.707557
0.249964,-0.307832
0.0134466,-0.571416
-0.221708,-0.329164
-0.375423,0.431837
-0.136179,1.62122
0.343603,0.0284272
0.14534,-0.469729
-0.10331,-0.514823
-0.315227,-0.0650671
0.256139,-0.297753
0.0259564,-0.568258
-0.215597,-0.333998
-0.376156,0.354532
-0.119206,1.6432
0.348224,0.040292
0.152304,-0.462653
-0.0961255,-0.520108
-0.310049,-0.0707552
0.264377,-0.243332
0.0321877,-0.568404
-0.209786,-0.333924
-0.372091,0.355824
-0.0819335,1.68751
0.352128,0.103763
0.158313,-0.462941
-0.0899628,-0.520213
-0.304882,-0.0703806
0.270106,-0.238157
0.0389814,-0.567936
-0.203609,-0.33886
-0.371474,0.284984
-0.0627238,1.70175
0.356576,0.109243
0.164761,-0.459559
-0.0832665,-0.522914
-0.299588,-0.0762274
0.276015,-0.227313
0.0463347,-0.566552
-0.197052,-0.348621
-0.367814,0.273071
-0.0279402,1.71977
0.360827,0.121125
0.171635,-0.452267
-0.0760297,-0.527939
-0.292968,-0.148304
0.281637,-0.222158
0.0531115,-0.565974
