0.135427,-0.712764
-0.0768434,-0.728584
-0.270996,-0.452943
0.384313,0.875447
0.437425,0.180673
-0.407836,-0.0461365
-0.160581,1.67816
0.33589,-0.358882
0.156226,-0.690047
-0.0545351,-0.745514
-0.253165,-0.494736
-0.397988,-0.092686
-0.0967261,1.7694
0.350835,-0.306449
0.177993,-0.655414
-0.031296,-0.758013
-0.238843,-0.49025
-0.388017,-0.0840075
-0.0486265,1.80496
0.364813,-0.253227
0.198605,-0.620225
-0.00870416,-0.763263
-0.219653,-0.535585
-0.37655,-0.131565
0.0200633,1.81459
0.377578,-0.206446
0.218109,-0.586284
0.0131534,-0.763193
-0.200438,-0.572995
-0.363958,-0.186088
0.0685852,1.79161
0.389546,-0.152693
0.237659,-0.544268
0.0281208,-0.764566
-0.180137,-0.612415
-0.350362,-0.240363
0.13357,1.71708
0.400422,-0.0990265
-0.429572,0.44349
-0.41312,0.652803
0.256579,-0.499247
0.0506757,-0.760197
-0.159336,-0.648099
-0.335805,-0.29409
0.179089,1.64161
0.409362,-0.11597
-0.433808,0.251726
-0.364033,1.0076
0.270001,-0.510584
0.0738602,-0.748479
-0.13741,-0.683219
-0.319981,-0.353412
0.236177,1.50455
0.418541,-0.056259
-0.431123,0.12257
-0.322996,1.20585
0.288445,-0.457273
0.0960912,-0.732368
-0.115751,-0.709688
-0.30732,-0.341247
0.28949,1.33381
0.426417,-0.00405437
-0.424872,0.0706642
-0.273994,1.39259
0.305613,-0.407637
0.118062,-0.711036
